campaignID,group,date,clicked,subtotal
35,baseline,2021-01-27,,106.77
35,baseline,2021-01-15,,116.54
35,baseline,2021-01-01,,117.53
35,baseline,2021-01-04,,105.55
35,baseline,2021-01-26,,119.43
35,baseline,2021-01-17,,117.67
35,baseline,2021-01-11,,117.73
35,baseline,2021-01-20,,105.39
35,baseline,2021-01-22,,119.64
35,baseline,2021-01-28,,116.7
35,baseline,2021-01-21,,112.96
35,baseline,2021-01-17,,118.72
35,baseline,2021-01-05,,113.4
35,baseline,2021-01-23,,120.94
35,baseline,2021-01-03,,108.86
35,baseline,2021-01-28,,121.62
35,baseline,2021-01-21,,125.22
35,baseline,2021-01-28,,121.26
35,baseline,2021-01-26,,116.86
35,baseline,2021-01-18,,118.2
35,baseline,2021-01-16,,111.28
35,baseline,2021-01-26,,113.11
35,baseline,2021-01-20,,118.54
35,baseline,2021-01-01,,123.1
35,baseline,2021-01-13,,110.39
35,baseline,2021-01-29,,132.45
35,baseline,2021-01-07,,103.21
35,baseline,2021-01-03,,122.16
35,baseline,2021-01-22,,112.44
35,baseline,2021-01-14,,117.87
35,baseline,2021-01-06,,120.78
35,baseline,2021-01-15,,121.55
35,baseline,2021-01-13,,119.46
35,baseline,2021-01-13,,119.66
35,baseline,2021-01-12,,107.28
35,baseline,2021-01-22,,113.36
35,baseline,2021-01-28,,108.32
35,baseline,2021-01-03,,114.37
35,baseline,2021-01-18,,113.17
35,baseline,2021-01-13,,111.45
35,baseline,2021-01-26,,120.86
35,baseline,2021-01-04,,111.27
35,baseline,2021-01-01,,108.2
35,baseline,2021-01-04,,111.56
35,baseline,2021-01-23,,111.85
35,baseline,2021-01-10,,113.95
35,baseline,2021-01-24,,105.93
35,baseline,2021-01-27,,107.49
35,baseline,2021-01-22,,112.04
35,baseline,2021-01-06,,118.99
35,baseline,2021-01-25,,115.45
35,baseline,2021-01-23,,110.64
35,baseline,2021-01-22,,107.32
35,baseline,2021-01-29,,123.96
35,baseline,2021-01-29,,106.8
35,baseline,2021-01-04,,116.01
35,baseline,2021-01-28,,118.39
35,baseline,2021-01-09,,121.44
35,baseline,2021-01-07,,106.71
35,baseline,2021-01-23,,123.37
35,baseline,2021-01-28,,108.54
35,baseline,2021-01-05,,113.55
35,baseline,2021-01-05,,111.69
35,baseline,2021-01-08,,115.96
35,baseline,2021-01-26,,118.73
35,baseline,2021-01-03,,111.24
35,baseline,2021-01-10,,117.52
35,baseline,2021-01-14,,120.63
35,baseline,2021-01-25,,127.65
35,baseline,2021-01-28,,119.78
35,baseline,2021-01-11,,111.28
35,baseline,2021-01-01,,101.66
35,baseline,2021-01-09,,119.89
35,baseline,2021-01-12,,114.45
35,baseline,2021-01-27,,120.82
35,baseline,2021-01-23,,111.69
35,baseline,2021-01-20,,111.97
35,baseline,2021-01-23,,117.03
35,baseline,2021-01-01,,115.2
35,baseline,2021-01-05,,115.28
35,baseline,2021-01-14,,123.08
35,baseline,2021-01-10,,109.03
35,baseline,2021-01-11,,115.14
35,baseline,2021-01-07,,115.67
35,baseline,2021-01-17,,121.93
35,baseline,2021-01-18,,112.16
35,baseline,2021-01-30,,108.88
35,baseline,2021-01-08,,117.22
35,baseline,2021-01-08,,110.5
35,baseline,2021-01-21,,111.77
35,baseline,2021-01-20,,115.2
35,baseline,2021-01-13,,111.06
35,baseline,2021-01-12,,123.04
35,baseline,2021-01-19,,112.69
35,baseline,2021-01-13,,128.1
35,baseline,2021-01-20,,115.2
35,baseline,2021-01-07,,112.25
35,baseline,2021-01-04,,119.46
35,baseline,2021-01-26,,118.26
35,baseline,2021-01-03,,102.67
35,baseline,2021-01-10,,115.22
35,baseline,2021-01-28,,116.66
35,baseline,2021-01-31,,105.06
35,baseline,2021-01-10,,111.21
35,baseline,2021-01-09,,110.77
35,baseline,2021-01-06,,119.78
35,baseline,2021-01-18,,117.16
35,baseline,2021-01-26,,105.75
35,baseline,2021-01-18,,101.39
35,baseline,2021-01-08,,115.71
35,baseline,2021-01-18,,104.11
35,baseline,2021-01-25,,115.71
35,baseline,2021-01-25,,121.03
35,baseline,2021-01-05,,117.73
35,baseline,2021-01-30,,109.98
35,baseline,2021-01-16,,103.34
35,baseline,2021-01-22,,123.71
35,baseline,2021-01-14,,107.28
35,baseline,2021-01-20,,117.33
35,baseline,2021-01-08,,118.51
35,baseline,2021-01-27,,106.18
35,baseline,2021-01-10,,103.89
35,baseline,2021-01-04,,111.78
35,baseline,2021-01-15,,106.29
35,baseline,2021-01-01,,112.69
35,baseline,2021-01-28,,120.3
35,baseline,2021-01-27,,109.13
35,baseline,2021-01-14,,118.12
35,baseline,2021-01-27,,121.1
35,baseline,2021-01-26,,116.07
35,baseline,2021-01-27,,117.51
35,baseline,2021-01-08,,109.3
35,baseline,2021-01-24,,118.72
35,baseline,2021-01-23,,119.78
35,baseline,2021-01-15,,121.41
35,baseline,2021-01-30,,118.24
35,baseline,2021-01-17,,121.74
35,baseline,2021-01-10,,112.94
35,baseline,2021-01-19,,123.34
35,baseline,2021-01-26,,111.83
35,baseline,2021-01-28,,113.05
35,baseline,2021-01-02,,121.39
35,baseline,2021-01-05,,117.64
35,baseline,2021-01-06,,106.92
35,baseline,2021-01-15,,108.32
35,baseline,2021-01-16,,119.69
35,baseline,2021-01-14,,129.3
35,baseline,2021-01-13,,112.45
35,baseline,2021-01-04,,117.56
35,baseline,2021-01-08,,121.39
35,baseline,2021-01-16,,117.56
35,baseline,2021-01-07,,126.07
35,baseline,2021-01-08,,124.59
35,baseline,2021-01-10,,106.49
35,baseline,2021-01-28,,106.48
35,baseline,2021-01-15,,116.98
35,baseline,2021-01-06,,123.15
35,baseline,2021-01-27,,107.86
35,baseline,2021-01-03,,113.56
35,baseline,2021-01-04,,116.32
35,baseline,2021-01-02,,114.08
35,baseline,2021-01-02,,113.63
35,baseline,2021-01-04,,116.7
35,baseline,2021-01-12,,117.72
35,baseline,2021-01-13,,119.54
35,baseline,2021-01-30,,113.11
35,baseline,2021-01-16,,103.14
35,baseline,2021-01-12,,111.33
35,baseline,2021-01-25,,98.04
35,baseline,2021-01-01,,125.23
35,baseline,2021-01-17,,121.55
35,baseline,2021-01-02,,122.71
35,baseline,2021-01-07,,115.38
35,baseline,2021-01-19,,118.93
35,baseline,2021-01-18,,116.49
35,baseline,2021-01-16,,112.93
35,baseline,2021-01-08,,113.69
35,baseline,2021-01-16,,110.59
35,baseline,2021-01-31,,114.13
35,baseline,2021-01-05,,110.39
35,baseline,2021-01-25,,109.13
35,baseline,2021-01-04,,107.41
35,baseline,2021-01-29,,117.17
35,baseline,2021-01-14,,111.1
35,baseline,2021-01-27,,119.47
35,baseline,2021-01-26,,109.75
35,baseline,2021-01-16,,113.89
35,baseline,2021-01-29,,121.55
35,baseline,2021-01-10,,117.33
35,baseline,2021-01-04,,124.22
35,baseline,2021-01-29,,121.26
35,baseline,2021-01-24,,109.52
35,baseline,2021-01-19,,115.31
35,baseline,2021-01-25,,117.72
35,baseline,2021-01-20,,115.37
35,baseline,2021-01-31,,103.96
35,baseline,2021-01-31,,108.61
35,baseline,2021-01-17,,108.06
35,baseline,2021-01-24,,118.61
35,baseline,2021-01-07,,119.26
35,baseline,2021-01-13,,120.52
35,baseline,2021-01-08,,111.77
35,baseline,2021-01-13,,109.83
35,baseline,2021-01-03,,114.89
35,baseline,2021-01-01,,117.67
35,baseline,2021-01-12,,116.37
35,baseline,2021-01-11,,108.87
35,baseline,2021-01-08,,113.57
35,baseline,2021-01-16,,117.62
35,baseline,2021-01-28,,117.36
35,baseline,2021-01-17,,115.58
35,baseline,2021-01-11,,118.69
35,baseline,2021-01-16,,121.07
35,baseline,2021-01-07,,107.89
35,baseline,2021-01-22,,109.98
35,baseline,2021-01-27,,109.41
35,baseline,2021-01-23,,121.55
35,baseline,2021-01-24,,114.63
35,baseline,2021-01-13,,110.91
35,baseline,2021-01-05,,111.86
35,baseline,2021-01-20,,115.71
35,baseline,2021-01-16,,119.19
35,baseline,2021-01-05,,116.54
35,baseline,2021-01-03,,110.24
35,baseline,2021-01-28,,112.69
35,baseline,2021-01-14,,107.57
35,baseline,2021-01-02,,113.45
35,baseline,2021-01-08,,108.14
35,baseline,2021-01-31,,118.89
35,baseline,2021-01-02,,119.01
35,baseline,2021-01-13,,124.7
35,baseline,2021-01-01,,107.01
35,baseline,2021-01-06,,103.96
35,baseline,2021-01-20,,109.66
35,baseline,2021-01-02,,116.47
35,baseline,2021-01-01,,124.96
35,baseline,2021-01-30,,107.53
35,baseline,2021-01-11,,111.23
35,baseline,2021-01-20,,126.34
35,baseline,2021-01-26,,112.53
35,baseline,2021-01-01,,109.41
35,baseline,2021-01-07,,127.65
35,baseline,2021-01-01,,124.15
35,baseline,2021-01-13,,114.44
35,baseline,2021-01-25,,100.99
35,baseline,2021-01-21,,109.69
35,baseline,2021-01-18,,109.68
35,baseline,2021-01-18,,114.85
35,baseline,2021-01-08,,113.89
35,baseline,2021-01-21,,111.72
35,baseline,2021-01-14,,117.16
35,baseline,2021-01-19,,113.21
35,baseline,2021-01-31,,114.36
35,baseline,2021-01-04,,102.74
35,baseline,2021-01-03,,107.16
35,baseline,2021-01-14,,109.58
35,baseline,2021-01-09,,109.51
35,baseline,2021-01-30,,114.36
35,baseline,2021-01-08,,110.59
35,baseline,2021-01-05,,116.36
35,baseline,2021-01-24,,117.26
35,baseline,2021-01-24,,118.63
35,baseline,2021-01-27,,115.74
35,baseline,2021-01-08,,116.14
35,baseline,2021-01-13,,117.1
35,baseline,2021-01-30,,115.95
35,baseline,2021-01-22,,112.62
35,baseline,2021-01-09,,119.38
35,baseline,2021-01-17,,112.12
35,baseline,2021-01-16,,107.27
35,baseline,2021-01-12,,117.54
35,baseline,2021-01-24,,105.54
35,baseline,2021-01-15,,116.14
35,baseline,2021-01-16,,118.09
35,baseline,2021-01-01,,109.52
35,baseline,2021-01-24,,110.59
35,baseline,2021-01-01,,113.11
35,baseline,2021-01-26,,118.12
35,baseline,2021-01-25,,102.59
35,baseline,2021-01-23,,123.15
35,baseline,2021-01-06,,114.25
35,baseline,2021-01-24,,116.49
35,baseline,2021-01-03,,119.02
35,baseline,2021-01-04,,116.03
35,baseline,2021-01-01,,121.39
35,baseline,2021-01-01,,110.2
35,baseline,2021-01-27,,123.3
35,baseline,2021-01-27,,112.96
35,baseline,2021-01-06,,114.18
35,baseline,2021-01-03,,115.9
35,baseline,2021-01-24,,112.14
35,baseline,2021-01-09,,113.17
35,baseline,2021-01-20,,116.03
35,baseline,2021-01-08,,122.68
35,baseline,2021-01-15,,109.58
35,baseline,2021-01-05,,121.24
35,baseline,2021-01-23,,115.65
35,baseline,2021-01-21,,122.44
35,baseline,2021-01-06,,122.39
35,baseline,2021-01-09,,122.26
35,baseline,2021-01-29,,103.27
35,baseline,2021-01-06,,122.86
35,baseline,2021-01-31,,112.58
35,baseline,2021-01-08,,111.47
35,baseline,2021-01-25,,110.59
35,baseline,2021-01-31,,112.88
35,baseline,2021-01-21,,118.24
35,baseline,2021-01-12,,113.78
35,baseline,2021-01-09,,117.79
35,baseline,2021-01-12,,120.15
35,baseline,2021-01-25,,110.77
35,baseline,2021-01-02,,106.98
35,baseline,2021-01-01,,113.74
35,baseline,2021-01-18,,107.49
35,baseline,2021-01-22,,116.73
35,baseline,2021-01-31,,111.19
35,baseline,2021-01-25,,111.77
35,baseline,2021-01-05,,109.5
35,baseline,2021-01-16,,120.96
35,baseline,2021-01-17,,117.16
35,baseline,2021-01-06,,109.61
35,baseline,2021-01-09,,113.39
35,baseline,2021-01-26,,106.75
35,baseline,2021-01-10,,120.18
35,baseline,2021-01-15,,112.57
35,baseline,2021-01-15,,110.76
35,baseline,2021-01-25,,122.38
35,baseline,2021-01-11,,115.96
35,baseline,2021-01-09,,114.25
35,baseline,2021-01-12,,125.14
35,baseline,2021-01-01,,114.89
35,baseline,2021-01-04,,117.53
35,baseline,2021-01-06,,109.61
35,baseline,2021-01-17,,121.43
35,baseline,2021-01-10,,117.52
35,baseline,2021-01-03,,121.36
35,baseline,2021-01-29,,103.44
35,baseline,2021-01-11,,111.8
35,baseline,2021-01-12,,117.16
35,baseline,2021-01-27,,119.16
35,baseline,2021-01-21,,115.83
35,baseline,2021-01-19,,103.92
35,baseline,2021-01-03,,122.07
35,baseline,2021-01-30,,121.83
35,baseline,2021-01-07,,107.27
35,baseline,2021-01-20,,110.49
35,baseline,2021-01-01,,113.11
35,baseline,2021-01-10,,113.77
35,baseline,2021-01-05,,108.01
35,baseline,2021-01-13,,120.22
35,baseline,2021-01-07,,113.69
35,baseline,2021-01-29,,120.05
35,baseline,2021-01-21,,121.47
35,baseline,2021-01-13,,115.77
35,baseline,2021-01-13,,109.35
35,baseline,2021-01-09,,118.59
35,baseline,2021-01-14,,113.62
35,baseline,2021-01-29,,110.54
35,baseline,2021-01-26,,117.42
35,baseline,2021-01-26,,110.49
35,baseline,2021-01-24,,120.09
35,baseline,2021-01-27,,113.94
35,baseline,2021-01-04,,119.01
35,baseline,2021-01-02,,111.86
35,baseline,2021-01-30,,103.27
35,baseline,2021-01-17,,117.8
35,baseline,2021-01-25,,114.14
35,baseline,2021-01-27,,109.7
35,baseline,2021-01-13,,110.4
35,baseline,2021-01-09,,103.14
35,baseline,2021-01-06,,115.08
35,baseline,2021-01-14,,112.16
35,baseline,2021-01-09,,118.91
35,baseline,2021-01-10,,112.3
35,baseline,2021-01-26,,103.92
35,baseline,2021-01-11,,114.97
35,baseline,2021-01-06,,118.49
35,baseline,2021-01-03,,113.68
35,baseline,2021-01-16,,123.01
35,baseline,2021-01-22,,110.83
35,baseline,2021-01-28,,110.18
35,baseline,2021-01-08,,124.89
35,baseline,2021-01-03,,121.1
35,baseline,2021-01-02,,109.12
35,baseline,2021-01-30,,124.12
35,baseline,2021-01-24,,121.04
35,baseline,2021-01-02,,104.92
35,baseline,2021-01-04,,117.78
35,baseline,2021-01-12,,121.08
35,baseline,2021-01-18,,110.98
35,baseline,2021-01-12,,124.45
35,baseline,2021-01-01,,121.44
35,baseline,2021-01-09,,110.06
35,baseline,2021-01-13,,126.52
35,baseline,2021-01-27,,117.17
35,baseline,2021-01-13,,110.25
35,baseline,2021-01-22,,118.47
35,baseline,2021-01-11,,115.32
35,baseline,2021-01-05,,107.09
35,baseline,2021-01-14,,109.12
35,baseline,2021-01-24,,109.57
35,baseline,2021-01-21,,123.94
35,baseline,2021-01-07,,119.79
35,baseline,2021-01-02,,115.33
35,baseline,2021-01-04,,108.82
35,baseline,2021-01-05,,105.52
35,baseline,2021-01-30,,106.72
35,baseline,2021-01-29,,118.39
35,baseline,2021-01-16,,118.9
35,baseline,2021-01-16,,113.76
35,baseline,2021-01-05,,111.1
35,baseline,2021-01-03,,112.03
35,baseline,2021-01-19,,120.92
35,baseline,2021-01-26,,121.68
35,baseline,2021-01-19,,117.73
35,baseline,2021-01-04,,103.16
35,baseline,2021-01-19,,104.26
35,baseline,2021-01-28,,118.08
35,baseline,2021-01-12,,113.45
35,baseline,2021-01-28,,115.54
35,baseline,2021-01-01,,121.55
35,baseline,2021-01-05,,108.34
35,baseline,2021-01-05,,107.95
35,baseline,2021-01-23,,116.01
35,baseline,2021-01-26,,118.07
35,baseline,2021-01-12,,112.88
35,baseline,2021-01-05,,118.59
35,baseline,2021-01-21,,121.55
35,baseline,2021-01-04,,118.07
35,baseline,2021-01-11,,113.38
35,baseline,2021-01-19,,109.77
35,baseline,2021-01-17,,121.28
35,baseline,2021-01-31,,119.22
35,baseline,2021-01-12,,114.44
35,baseline,2021-01-04,,114.1
35,baseline,2021-01-16,,112.92
35,baseline,2021-01-22,,111.8
35,baseline,2021-01-07,,115.81
35,baseline,2021-01-08,,132.3
35,baseline,2021-01-31,,111.18
35,baseline,2021-01-17,,112.04
35,baseline,2021-01-17,,126.91
35,baseline,2021-01-01,,125.82
35,baseline,2021-01-16,,113.52
35,baseline,2021-01-11,,110.18
35,baseline,2021-01-02,,113.12
35,baseline,2021-01-29,,117.92
35,baseline,2021-01-15,,114.19
35,baseline,2021-01-09,,110.62
35,baseline,2021-01-05,,117.94
35,baseline,2021-01-27,,121.53
35,baseline,2021-01-10,,106.14
35,baseline,2021-01-03,,113.55
35,baseline,2021-01-17,,107.86
35,baseline,2021-01-01,,103.67
35,baseline,2021-01-27,,111.1
35,baseline,2021-01-18,,115.24
35,baseline,2021-01-19,,110.49
35,baseline,2021-01-15,,122.86
35,baseline,2021-01-17,,115.32
35,baseline,2021-01-12,,120.6
35,baseline,2021-01-08,,130.11
35,baseline,2021-01-07,,117.62
35,baseline,2021-01-15,,115.28
35,baseline,2021-01-25,,105.25
35,baseline,2021-01-24,,112.07
35,baseline,2021-01-01,,113.15
35,baseline,2021-01-17,,112.93
35,baseline,2021-01-14,,115.71
35,baseline,2021-01-08,,107.48
35,baseline,2021-01-09,,111.13
35,baseline,2021-01-31,,120.93
35,baseline,2021-01-13,,119.69
35,baseline,2021-01-02,,110.94
35,baseline,2021-01-13,,120.82
35,baseline,2021-01-12,,117.97
35,baseline,2021-01-10,,114.67
35,baseline,2021-01-24,,117.44
35,baseline,2021-01-12,,104.3
35,baseline,2021-01-13,,121.49
35,baseline,2021-01-27,,119.82
35,baseline,2021-01-01,,117.52
35,baseline,2021-01-14,,117.97
35,baseline,2021-01-15,,116.42
35,baseline,2021-01-02,,120.49
35,baseline,2021-01-15,,117.21
35,baseline,2021-01-09,,112.0
35,baseline,2021-01-11,,116.8
35,baseline,2021-01-22,,119.06
35,baseline,2021-01-18,,122.01
35,baseline,2021-01-11,,114.81
35,baseline,2021-01-20,,112.3
35,baseline,2021-01-12,,111.43
35,baseline,2021-01-31,,119.73
35,baseline,2021-01-03,,116.54
35,baseline,2021-01-23,,103.8
35,baseline,2021-01-29,,115.3
35,baseline,2021-01-21,,120.69
35,baseline,2021-01-09,,117.33
35,baseline,2021-01-13,,115.96
35,baseline,2021-01-12,,117.43
35,baseline,2021-01-13,,118.08
35,baseline,2021-01-15,,120.27
35,baseline,2021-01-23,,109.69
35,baseline,2021-01-04,,112.45
35,baseline,2021-01-29,,114.22
35,baseline,2021-01-05,,116.03
35,baseline,2021-01-26,,123.96
35,baseline,2021-01-26,,121.98
35,baseline,2021-01-01,,104.41
35,baseline,2021-01-07,,110.77
35,baseline,2021-01-17,,126.65
35,baseline,2021-01-20,,114.13
35,baseline,2021-01-18,,117.51
35,baseline,2021-01-04,,116.61
35,baseline,2021-01-27,,117.43
35,baseline,2021-01-09,,116.15
35,baseline,2021-01-27,,110.06
35,baseline,2021-01-03,,107.27
35,baseline,2021-01-14,,103.27
35,baseline,2021-01-15,,108.59
35,baseline,2021-01-26,,115.91
35,baseline,2021-01-19,,121.91
35,baseline,2021-01-15,,112.9
35,baseline,2021-01-28,,111.54
35,baseline,2021-01-22,,120.24
35,baseline,2021-01-06,,115.32
35,baseline,2021-01-15,,115.5
35,baseline,2021-01-13,,108.93
35,baseline,2021-01-10,,110.02
35,baseline,2021-01-09,,113.68
35,baseline,2021-01-29,,113.16
35,baseline,2021-01-10,,109.5
35,baseline,2021-01-28,,122.65
35,baseline,2021-01-28,,103.89
35,baseline,2021-01-20,,98.9
35,baseline,2021-01-27,,115.17
35,baseline,2021-01-25,,112.96
35,baseline,2021-01-23,,113.18
35,baseline,2021-01-03,,117.03
35,baseline,2021-01-22,,115.48
35,baseline,2021-01-19,,127.5
35,baseline,2021-01-02,,121.08
35,baseline,2021-01-23,,123.41
35,baseline,2021-01-04,,113.35
35,baseline,2021-01-11,,121.4
35,baseline,2021-01-17,,110.62
35,baseline,2021-01-06,,116.69
35,baseline,2021-01-14,,114.92
35,baseline,2021-01-25,,118.8
35,baseline,2021-01-03,,117.47
35,baseline,2021-01-16,,114.97
35,baseline,2021-01-05,,108.08
35,baseline,2021-01-31,,115.29
35,baseline,2021-01-15,,118.46
35,baseline,2021-01-26,,110.61
35,baseline,2021-01-29,,120.52
35,baseline,2021-01-18,,118.49
35,baseline,2021-01-19,,120.82
35,baseline,2021-01-10,,104.6
35,baseline,2021-01-26,,116.49
35,baseline,2021-01-27,,113.98
35,baseline,2021-01-15,,120.42
35,baseline,2021-01-25,,121.68
35,baseline,2021-01-15,,113.09
35,baseline,2021-01-24,,107.83
35,baseline,2021-01-22,,103.77
35,baseline,2021-01-01,,124.89
35,baseline,2021-01-31,,132.45
35,baseline,2021-01-28,,116.4
35,baseline,2021-01-13,,119.57
35,baseline,2021-01-25,,110.78
35,baseline,2021-01-19,,105.25
35,baseline,2021-01-25,,118.29
35,baseline,2021-01-27,,118.08
35,baseline,2021-01-24,,121.64
35,baseline,2021-01-02,,105.37
35,baseline,2021-01-12,,121.37
35,baseline,2021-01-24,,120.72
35,baseline,2021-01-25,,121.04
35,baseline,2021-01-24,,113.36
35,baseline,2021-01-09,,113.51
35,baseline,2021-01-20,,115.19
35,baseline,2021-01-20,,116.58
35,baseline,2021-01-21,,118.2
35,baseline,2021-01-01,,112.68
35,baseline,2021-01-28,,115.95
35,baseline,2021-01-19,,114.97
35,baseline,2021-01-12,,120.42
35,baseline,2021-01-31,,114.09
35,baseline,2021-01-13,,117.22
35,baseline,2021-01-31,,127.83
35,baseline,2021-01-20,,117.16
35,baseline,2021-01-07,,103.45
35,baseline,2021-01-14,,114.92
35,baseline,2021-01-10,,111.31
35,baseline,2021-01-30,,111.21
35,baseline,2021-01-04,,114.82
35,baseline,2021-01-19,,118.28
35,baseline,2021-01-23,,124.49
35,baseline,2021-01-10,,109.68
35,baseline,2021-01-17,,115.9
35,baseline,2021-01-18,,100.56
35,baseline,2021-01-17,,108.62
35,baseline,2021-01-11,,115.16
35,baseline,2021-01-21,,116.74
35,baseline,2021-01-19,,108.28
35,baseline,2021-01-28,,118.58
35,baseline,2021-01-19,,109.68
35,baseline,2021-01-20,,109.75
35,baseline,2021-01-09,,113.84
35,baseline,2021-01-28,,113.89
35,baseline,2021-01-24,,106.45
35,baseline,2021-01-29,,107.17
35,baseline,2021-01-13,,115.61
35,baseline,2021-01-12,,116.58
35,baseline,2021-01-21,,122.81
35,baseline,2021-01-20,,118.51
35,baseline,2021-01-10,,129.06
35,baseline,2021-01-28,,112.88
35,baseline,2021-01-03,,113.71
35,baseline,2021-01-24,,124.64
35,baseline,2021-01-21,,114.8
35,baseline,2021-01-03,,113.08
35,baseline,2021-01-12,,119.12
35,baseline,2021-01-12,,107.89
35,baseline,2021-01-16,,113.82
35,baseline,2021-01-11,,121.62
35,baseline,2021-01-09,,113.91
35,baseline,2021-01-16,,103.79
35,baseline,2021-01-14,,107.96
35,baseline,2021-01-09,,110.96
35,baseline,2021-01-07,,119.44
35,baseline,2021-01-13,,128.41
35,baseline,2021-01-14,,110.02
35,baseline,2021-01-18,,123.57
35,baseline,2021-01-31,,107.25
35,baseline,2021-01-10,,113.08
35,baseline,2021-01-04,,116.4
35,baseline,2021-01-12,,125.16
35,baseline,2021-01-21,,116.49
35,baseline,2021-01-01,,111.87
35,baseline,2021-01-22,,119.66
35,baseline,2021-01-10,,113.11
35,baseline,2021-01-18,,117.33
35,baseline,2021-01-11,,99.07
35,baseline,2021-01-09,,117.67
35,baseline,2021-01-08,,113.35
35,baseline,2021-01-02,,119.19
35,baseline,2021-01-24,,115.51
35,baseline,2021-01-10,,111.21
35,baseline,2021-01-27,,113.54
35,baseline,2021-01-19,,112.3
35,baseline,2021-01-25,,117.92
35,baseline,2021-01-18,,116.54
35,baseline,2021-01-06,,114.44
35,baseline,2021-01-18,,118.67
35,baseline,2021-01-31,,116.36
35,baseline,2021-01-16,,130.91
35,baseline,2021-01-23,,124.22
35,baseline,2021-01-15,,109.02
35,baseline,2021-01-30,,107.49
35,baseline,2021-01-17,,124.45
35,baseline,2021-01-20,,116.4
35,baseline,2021-01-10,,103.16
35,baseline,2021-01-19,,108.41
35,baseline,2021-01-12,,115.19
35,baseline,2021-01-28,,106.43
35,baseline,2021-01-17,,117.64
35,baseline,2021-01-19,,115.57
35,baseline,2021-01-29,,112.53
35,baseline,2021-01-11,,115.45
35,baseline,2021-01-28,,125.1
35,baseline,2021-01-24,,109.02
35,baseline,2021-01-23,,115.88
35,baseline,2021-01-13,,115.37
35,baseline,2021-01-20,,126.0
35,baseline,2021-01-05,,110.02
35,baseline,2021-01-15,,108.82
35,baseline,2021-01-21,,108.69
35,baseline,2021-01-15,,113.69
35,baseline,2021-01-20,,119.43
35,baseline,2021-01-15,,115.24
35,baseline,2021-01-15,,117.51
35,baseline,2021-01-14,,116.26
35,baseline,2021-01-11,,125.22
35,baseline,2021-01-17,,118.3
35,baseline,2021-01-29,,118.04
35,baseline,2021-01-08,,104.62
35,baseline,2021-01-21,,115.27
35,baseline,2021-01-19,,107.8
35,baseline,2021-01-02,,119.02
35,baseline,2021-01-16,,99.74
35,baseline,2021-01-07,,116.01
35,baseline,2021-01-07,,120.94
35,baseline,2021-01-27,,112.04
35,baseline,2021-01-15,,111.91
35,baseline,2021-01-25,,117.94
35,baseline,2021-01-31,,111.76
35,baseline,2021-01-22,,125.62
35,baseline,2021-01-16,,109.11
35,baseline,2021-01-24,,104.98
35,baseline,2021-01-15,,111.58
35,baseline,2021-01-15,,117.24
35,baseline,2021-01-10,,110.91
35,baseline,2021-01-04,,121.38
35,baseline,2021-01-21,,121.47
35,baseline,2021-01-30,,109.81
35,baseline,2021-01-17,,122.66
35,baseline,2021-01-21,,127.63
35,baseline,2021-01-22,,101.39
