campaignID,group,date,clicked,subtotal
35,treatment,2021-01-30,0,29.66
35,treatment,2021-01-08,0,17.52
35,treatment,2021-01-14,0,712.41
35,treatment,2021-01-10,0,198.87
35,treatment,2021-01-12,0,14.09
35,treatment,2021-01-11,0,222.11
35,treatment,2021-01-26,0,8.78
35,treatment,2021-01-28,0,43.73
35,treatment,2021-01-30,0,23.24
35,treatment,2021-01-30,0,44.57
35,treatment,2021-01-16,0,65.17
35,treatment,2021-01-02,0,366.35
35,treatment,2021-01-03,0,14.09
35,treatment,2021-01-20,0,10.67
35,treatment,2021-01-07,0,176.52
35,treatment,2021-01-26,0,4.4
35,treatment,2021-01-05,0,21.86
35,treatment,2021-01-02,1,21.06
35,treatment,2021-01-10,0,47.01
35,treatment,2021-01-26,0,66.42
35,treatment,2021-01-26,1,43.71
35,treatment,2021-01-05,0,70.56
35,treatment,2021-01-13,0,18.1
35,treatment,2021-01-29,0,129.95
35,treatment,2021-01-19,0,100.66
35,treatment,2021-01-11,0,76.16
35,treatment,2021-01-09,0,6.67
35,treatment,2021-01-08,0,28.18
35,treatment,2021-01-11,0,11.59
35,treatment,2021-01-21,0,53.12
35,treatment,2021-01-16,0,8.47
35,treatment,2021-01-07,0,28.18
35,treatment,2021-01-19,0,8.93
35,treatment,2021-01-23,0,94.3
35,treatment,2021-01-06,1,61.26
35,treatment,2021-01-14,0,43.73
35,treatment,2021-01-19,1,29.76
35,treatment,2021-01-14,0,53.35
35,treatment,2021-01-30,1,17.79
35,treatment,2021-01-09,0,1163.2
35,treatment,2021-01-18,0,10.36
35,treatment,2021-01-07,0,143.66
35,treatment,2021-01-18,1,53.35
35,treatment,2021-01-23,0,108.63
35,treatment,2021-01-25,0,23.9
35,treatment,2021-01-06,0,111.29
35,treatment,2021-01-10,0,188.55
35,treatment,2021-01-27,0,7.58
35,treatment,2021-01-10,0,77.03
35,treatment,2021-01-26,1,65.47
35,treatment,2021-01-16,0,270.14
35,treatment,2021-01-19,0,458.27
35,treatment,2021-01-26,0,258.43
35,treatment,2021-01-27,1,88.74
35,treatment,2021-01-04,0,159.39
35,treatment,2021-01-28,0,25.44
35,treatment,2021-01-18,0,132.19
35,treatment,2021-01-08,0,31.88
35,treatment,2021-01-05,1,25.08
35,treatment,2021-01-10,0,6.22
35,treatment,2021-01-10,0,43.83
35,treatment,2021-01-04,1,149.75
35,treatment,2021-01-01,0,35.17
35,treatment,2021-01-08,0,64.85
35,treatment,2021-01-06,0,47.06
35,treatment,2021-01-11,0,690.68
35,treatment,2021-01-26,0,9.31
35,treatment,2021-01-29,0,72.15
35,treatment,2021-01-21,0,80.63
35,treatment,2021-01-02,0,399.69
35,treatment,2021-01-27,0,732.89
35,treatment,2021-01-26,0,30.8
35,treatment,2021-01-12,1,23.07
35,treatment,2021-01-29,0,9.89
35,treatment,2021-01-23,0,51.48
35,treatment,2021-01-31,0,26.98
35,treatment,2021-01-03,0,44.03
35,treatment,2021-01-14,0,266.34
35,treatment,2021-01-20,1,15.03
35,treatment,2021-01-07,0,129.36
35,treatment,2021-01-22,0,25.08
35,treatment,2021-01-02,0,6.02
35,treatment,2021-01-07,1,15.49
35,treatment,2021-01-04,1,9.0
35,treatment,2021-01-21,0,7.97
35,treatment,2021-01-04,0,10.76
35,treatment,2021-01-26,0,13.56
35,treatment,2021-01-24,0,28.27
35,treatment,2021-01-28,0,138.98
35,treatment,2021-01-07,1,7.09
35,treatment,2021-01-26,1,119.9
35,treatment,2021-01-04,1,54.04
35,treatment,2021-01-30,0,84.7
35,treatment,2021-01-13,0,137.77
35,treatment,2021-01-13,0,120.01
35,treatment,2021-01-10,0,117.85
35,treatment,2021-01-16,0,117.12
35,treatment,2021-01-16,0,126.14
35,treatment,2021-01-04,0,41.7
35,treatment,2021-01-26,0,139.8
35,treatment,2021-01-13,0,121.36
35,treatment,2021-01-30,0,36.4
35,treatment,2021-01-02,0,20.7
35,treatment,2021-01-23,0,39.1
35,treatment,2021-01-10,0,14.77
35,treatment,2021-01-14,0,16.65
35,treatment,2021-01-31,1,9.12
35,treatment,2021-01-21,0,488.55
35,treatment,2021-01-06,0,57.43
35,treatment,2021-01-30,1,61.26
35,treatment,2021-01-08,1,30.63
35,treatment,2021-01-25,0,59.23
35,treatment,2021-01-22,0,39.55
35,treatment,2021-01-03,0,137.77
35,treatment,2021-01-17,0,13.67
35,treatment,2021-01-16,0,11.34
35,treatment,2021-01-09,0,23.74
35,treatment,2021-01-08,0,155.14
35,treatment,2021-01-09,0,48.19
35,treatment,2021-01-20,0,810.03
35,treatment,2021-01-04,0,118.41
35,treatment,2021-01-07,0,167.15
35,treatment,2021-01-21,0,176.24
35,treatment,2021-01-07,0,29.15
35,treatment,2021-01-26,0,25.82
35,treatment,2021-01-06,0,59.82
35,treatment,2021-01-16,1,57.29
35,treatment,2021-01-10,0,42.87
35,treatment,2021-01-16,0,259.93
35,treatment,2021-01-19,1,31.67
35,treatment,2021-01-14,0,39.1
35,treatment,2021-01-15,0,115.99
35,treatment,2021-01-22,0,28.44
35,treatment,2021-01-08,0,64.12
35,treatment,2021-01-21,0,767.48
35,treatment,2021-01-08,0,183.93
35,treatment,2021-01-19,0,560.4
35,treatment,2021-01-31,0,114.68
35,treatment,2021-01-07,1,90.17
35,treatment,2021-01-13,0,595.98
35,treatment,2021-01-01,1,10.15
35,treatment,2021-01-12,0,73.58
35,treatment,2021-01-12,0,8.98
35,treatment,2021-01-31,0,55.99
35,treatment,2021-01-31,0,22.21
35,treatment,2021-01-17,0,25.49
35,treatment,2021-01-15,1,105.22
35,treatment,2021-01-25,0,62.38
35,treatment,2021-01-11,1,59.24
35,treatment,2021-01-07,0,29.76
35,treatment,2021-01-17,0,100.1
35,treatment,2021-01-19,0,29.91
35,treatment,2021-01-28,0,66.36
35,treatment,2021-01-18,0,38.57
35,treatment,2021-01-19,0,302.57
35,treatment,2021-01-23,0,322.45
35,treatment,2021-01-25,0,252.69
35,treatment,2021-01-23,0,21.11
35,treatment,2021-01-07,0,15.1
35,treatment,2021-01-25,0,105.55
35,treatment,2021-01-03,0,30.46
35,treatment,2021-01-01,0,30.98
35,treatment,2021-01-26,1,53.65
35,treatment,2021-01-20,0,16.12
35,treatment,2021-01-02,0,104.64
35,treatment,2021-01-19,0,122.66
35,treatment,2021-01-06,0,7.35
35,treatment,2021-01-13,0,105.58
35,treatment,2021-01-21,0,71.01
35,treatment,2021-01-27,0,154.65
35,treatment,2021-01-18,1,21.59
35,treatment,2021-01-06,0,145.99
35,treatment,2021-01-26,0,96.88
35,treatment,2021-01-28,1,4.9
35,treatment,2021-01-18,1,13.5
35,treatment,2021-01-13,0,20.0
35,treatment,2021-01-15,0,75.89
35,treatment,2021-01-06,0,86.67
35,treatment,2021-01-15,0,44.57
35,treatment,2021-01-20,0,71.54
35,treatment,2021-01-23,0,96.48
35,treatment,2021-01-25,0,135.63
35,treatment,2021-01-01,0,24.54
35,treatment,2021-01-20,0,108.09
35,treatment,2021-01-20,0,70.92
35,treatment,2021-01-03,0,368.45
35,treatment,2021-01-13,0,30.46
35,treatment,2021-01-29,0,75.3
35,treatment,2021-01-16,0,53.12
35,treatment,2021-01-05,1,69.98
35,treatment,2021-01-01,1,124.39
35,treatment,2021-01-13,0,27.11
35,treatment,2021-01-31,0,15.1
35,treatment,2021-01-31,0,374.78
35,treatment,2021-01-24,0,158.29
35,treatment,2021-01-12,0,32.5
35,treatment,2021-01-08,0,69.26
35,treatment,2021-01-29,0,12.82
35,treatment,2021-01-06,0,5.12
35,treatment,2021-01-06,0,118.63
35,treatment,2021-01-12,1,33.74
35,treatment,2021-01-03,1,1707.39
35,treatment,2021-01-10,0,348.23
35,treatment,2021-01-04,1,480.93
35,treatment,2021-01-09,0,14.47
35,treatment,2021-01-23,0,280.85
35,treatment,2021-01-19,0,46.56
35,treatment,2021-01-31,0,72.87
35,treatment,2021-01-08,0,50.76
35,treatment,2021-01-01,0,22.49
35,treatment,2021-01-15,0,55.82
35,treatment,2021-01-25,0,53.78
35,treatment,2021-01-18,0,279.83
35,treatment,2021-01-26,0,205.28
35,treatment,2021-01-02,1,23.07
35,treatment,2021-01-14,0,8.93
35,treatment,2021-01-11,0,66.47
35,treatment,2021-01-22,0,17.18
35,treatment,2021-01-16,0,25.43
35,treatment,2021-01-02,0,238.14
35,treatment,2021-01-16,0,31.88
35,treatment,2021-01-25,1,101.62
35,treatment,2021-01-13,0,96.88
35,treatment,2021-01-11,0,15.68
35,treatment,2021-01-19,0,7.15
35,treatment,2021-01-21,0,78.87
35,treatment,2021-01-06,0,115.99
35,treatment,2021-01-01,0,33.4
35,treatment,2021-01-07,0,10.67
35,treatment,2021-01-31,0,9.44
35,treatment,2021-01-31,0,93.59
35,treatment,2021-01-01,1,28.7
35,treatment,2021-01-18,0,1.9
35,treatment,2021-01-12,0,39.16
35,treatment,2021-01-21,0,52.7
35,treatment,2021-01-03,0,8.78
35,treatment,2021-01-24,0,417.78
35,treatment,2021-01-27,0,29.26
35,treatment,2021-01-04,0,105.55
35,treatment,2021-01-31,0,39.15
35,treatment,2021-01-08,0,48.26
35,treatment,2021-01-11,0,75.25
35,treatment,2021-01-19,0,365.91
35,treatment,2021-01-26,0,33.0
35,treatment,2021-01-10,0,227.35
35,treatment,2021-01-26,0,100.53
35,treatment,2021-01-22,1,580.39
35,treatment,2021-01-31,0,495.9
35,treatment,2021-01-04,1,160.2
35,treatment,2021-01-04,1,20.7
35,treatment,2021-01-04,0,169.02
35,treatment,2021-01-06,0,100.01
35,treatment,2021-01-09,0,13.52
35,treatment,2021-01-29,0,49.95
35,treatment,2021-01-18,0,4.15
35,treatment,2021-01-14,0,25.43
35,treatment,2021-01-16,0,124.99
35,treatment,2021-01-20,0,161.64
35,treatment,2021-01-12,0,37.69
35,treatment,2021-01-31,1,75.92
35,treatment,2021-01-19,0,28.9
35,treatment,2021-01-12,0,3.86
35,treatment,2021-01-04,0,10.11
35,treatment,2021-01-16,0,22.43
35,treatment,2021-01-16,1,61.58
35,treatment,2021-01-18,0,445.22
35,treatment,2021-01-31,0,34.39
35,treatment,2021-01-23,0,54.15
35,treatment,2021-01-05,0,185.56
35,treatment,2021-01-19,0,304.34
35,treatment,2021-01-08,0,385.11
35,treatment,2021-01-11,0,501.7
35,treatment,2021-01-31,1,234.08
35,treatment,2021-01-02,0,17.07
35,treatment,2021-01-06,0,16.33
35,treatment,2021-01-27,0,13.3
35,treatment,2021-01-20,0,87.44
35,treatment,2021-01-14,1,24.62
35,treatment,2021-01-24,1,11.37
35,treatment,2021-01-21,0,50.03
35,treatment,2021-01-27,0,52.4
35,treatment,2021-01-18,0,851.15
35,treatment,2021-01-22,0,58.71
35,treatment,2021-01-07,0,590.81
35,treatment,2021-01-30,0,61.97
35,treatment,2021-01-30,0,48.12
35,treatment,2021-01-12,0,16.96
35,treatment,2021-01-09,0,233.92
35,treatment,2021-01-18,0,102.08
35,treatment,2021-01-18,0,41.65
35,treatment,2021-01-17,0,166.9
35,treatment,2021-01-09,0,17.52
35,treatment,2021-01-11,0,73.65
35,treatment,2021-01-27,0,57.12
35,treatment,2021-01-17,0,29.15
35,treatment,2021-01-31,0,57.43
35,treatment,2021-01-07,0,42.61
35,treatment,2021-01-13,0,86.76
35,treatment,2021-01-15,0,26.13
35,treatment,2021-01-09,0,24.86
35,treatment,2021-01-21,0,25.2
35,treatment,2021-01-15,0,11.75
35,treatment,2021-01-31,0,21.24
35,treatment,2021-01-04,0,75.42
35,treatment,2021-01-24,0,120.97
35,treatment,2021-01-07,0,61.31
35,treatment,2021-01-10,1,6.64
35,treatment,2021-01-21,0,226.31
35,treatment,2021-01-26,0,29.15
35,treatment,2021-01-01,0,75.13
35,treatment,2021-01-21,0,118.94
35,treatment,2021-01-16,1,65.76
35,treatment,2021-01-18,0,55.32
35,treatment,2021-01-01,1,47.42
35,treatment,2021-01-06,0,25.32
35,treatment,2021-01-03,0,18.45
35,treatment,2021-01-11,0,22.49
35,treatment,2021-01-12,0,26.09
35,treatment,2021-01-26,1,102.49
35,treatment,2021-01-07,0,78.77
35,treatment,2021-01-16,0,222.08
35,treatment,2021-01-16,0,31.67
35,treatment,2021-01-01,0,286.88
35,treatment,2021-01-07,0,119.82
35,treatment,2021-01-20,0,40.97
35,treatment,2021-01-11,1,15.22
35,treatment,2021-01-12,0,36.44
35,treatment,2021-01-23,0,48.26
35,treatment,2021-01-31,0,51.76
35,treatment,2021-01-21,0,66.47
35,treatment,2021-01-23,0,29.09
35,treatment,2021-01-12,0,44.66
35,treatment,2021-01-19,1,17.64
35,treatment,2021-01-22,0,304.59
35,treatment,2021-01-22,0,298.01
35,treatment,2021-01-05,1,53.89
35,treatment,2021-01-15,0,103.02
35,treatment,2021-01-05,0,21.46
35,treatment,2021-01-23,0,14.19
35,treatment,2021-01-04,1,100.4
35,treatment,2021-01-18,0,52.43
35,treatment,2021-01-22,0,406.7
35,treatment,2021-01-18,0,113.41
35,treatment,2021-01-06,0,93.03
35,treatment,2021-01-25,0,488.55
35,treatment,2021-01-26,0,39.1
35,treatment,2021-01-13,0,13.67
35,treatment,2021-01-19,0,124.57
35,treatment,2021-01-07,0,30.96
35,treatment,2021-01-30,0,60.29
35,treatment,2021-01-03,0,683.1
35,treatment,2021-01-30,0,46.85
35,treatment,2021-01-19,0,33.62
35,treatment,2021-01-23,0,123.72
35,treatment,2021-01-19,0,169.02
35,treatment,2021-01-14,1,32.5
35,treatment,2021-01-11,1,190.5
35,treatment,2021-01-23,0,25.2
35,treatment,2021-01-29,0,104.64
35,treatment,2021-01-10,0,50.64
35,treatment,2021-01-24,0,37.69
35,treatment,2021-01-17,1,11.07
35,treatment,2021-01-15,0,130.74
35,treatment,2021-01-22,0,527.5
35,treatment,2021-01-11,0,59.36
35,treatment,2021-01-16,0,13.09
35,treatment,2021-01-03,0,197.53
35,treatment,2021-01-10,0,43.83
35,treatment,2021-01-09,0,53.84
35,treatment,2021-01-19,0,15.31
35,treatment,2021-01-09,0,36.4
35,treatment,2021-01-02,0,76.16
35,treatment,2021-01-23,0,36.9
35,treatment,2021-01-14,1,17.55
35,treatment,2021-01-09,0,102.75
35,treatment,2021-01-01,0,166.9
35,treatment,2021-01-01,0,39.16
35,treatment,2021-01-09,0,30.46
35,treatment,2021-01-05,0,59.55
35,treatment,2021-01-01,0,107.22
35,treatment,2021-01-07,0,174.09
35,treatment,2021-01-12,0,102.86
35,treatment,2021-01-07,0,12.97
35,treatment,2021-01-05,0,120.92
35,treatment,2021-01-23,1,53.65
35,treatment,2021-01-21,0,39.92
35,treatment,2021-01-12,1,68.65
35,treatment,2021-01-19,0,36.47
35,treatment,2021-01-19,0,61.86
35,treatment,2021-01-14,1,179.84
35,treatment,2021-01-11,0,59.36
35,treatment,2021-01-26,0,257.55
35,treatment,2021-01-15,0,112.18
35,treatment,2021-01-18,1,61.48
35,treatment,2021-01-11,1,61.73
35,treatment,2021-01-27,0,131.86
35,treatment,2021-01-03,0,187.37
35,treatment,2021-01-21,0,183.75
35,treatment,2021-01-02,0,29.26
35,treatment,2021-01-08,0,257.55
35,treatment,2021-01-06,0,13.67
35,treatment,2021-01-31,0,258.43
35,treatment,2021-01-06,0,71.5
35,treatment,2021-01-11,0,679.89
35,treatment,2021-01-04,0,365.64
35,treatment,2021-01-10,0,38.57
35,treatment,2021-01-15,0,6.67
35,treatment,2021-01-08,0,32.8
35,treatment,2021-01-23,0,47.06
35,treatment,2021-01-17,0,30.14
35,treatment,2021-01-31,0,85.93
35,treatment,2021-01-06,0,306.24
35,treatment,2021-01-15,0,61.31
35,treatment,2021-01-03,0,752.71
35,treatment,2021-01-27,0,51.48
35,treatment,2021-01-06,0,21.87
35,treatment,2021-01-14,0,194.51
35,treatment,2021-01-01,0,632.05
35,treatment,2021-01-24,0,148.28
35,treatment,2021-01-08,1,5.85
35,treatment,2021-01-14,0,4.9
35,treatment,2021-01-26,0,74.41
35,treatment,2021-01-30,0,25.0
35,treatment,2021-01-04,0,22.68
35,treatment,2021-01-20,0,26.26
35,treatment,2021-01-02,0,14.08
35,treatment,2021-01-30,0,302.57
35,treatment,2021-01-08,0,50.12
35,treatment,2021-01-05,0,2.7
35,treatment,2021-01-15,0,166.53
35,treatment,2021-01-13,1,42.61
35,treatment,2021-01-15,0,52.49
35,treatment,2021-01-01,0,65.17
35,treatment,2021-01-20,0,12.1
35,treatment,2021-01-27,0,16.23
35,treatment,2021-01-09,0,635.29
35,treatment,2021-01-07,0,37.07
35,treatment,2021-01-15,0,55.82
35,treatment,2021-01-08,0,126.56
35,treatment,2021-01-03,0,29.4
35,treatment,2021-01-22,0,4.96
35,treatment,2021-01-11,0,65.57
35,treatment,2021-01-05,0,72.83
35,treatment,2021-01-01,1,105.0
35,treatment,2021-01-23,0,203.35
35,treatment,2021-01-07,1,11.63
35,treatment,2021-01-04,0,31.89
35,treatment,2021-01-31,0,52.18
35,treatment,2021-01-10,0,561.39
35,treatment,2021-01-04,1,80.97
35,treatment,2021-01-21,0,45.51
35,treatment,2021-01-24,0,45.86
35,treatment,2021-01-05,0,15.1
35,treatment,2021-01-25,0,13.83
35,treatment,2021-01-29,0,174.09
35,treatment,2021-01-23,0,306.24
35,treatment,2021-01-04,0,10.31
35,treatment,2021-01-13,0,27.32
35,treatment,2021-01-26,0,83.1
35,treatment,2021-01-09,0,41.62
35,treatment,2021-01-22,0,70.01
35,treatment,2021-01-21,0,5.42
35,treatment,2021-01-30,0,12.65
35,treatment,2021-01-10,0,36.04
35,treatment,2021-01-23,0,8.93
35,treatment,2021-01-27,0,42.84
35,treatment,2021-01-31,0,16.74
35,treatment,2021-01-31,1,388.98
35,treatment,2021-01-19,0,90.41
35,treatment,2021-01-13,0,12.22
35,treatment,2021-01-30,0,72.17
35,treatment,2021-01-22,0,17.23
35,treatment,2021-01-29,0,8.76
35,treatment,2021-01-01,1,35.48
35,treatment,2021-01-24,0,466.67
35,treatment,2021-01-20,0,153.16
35,treatment,2021-01-09,0,17.18
35,treatment,2021-01-28,0,252.69
35,treatment,2021-01-23,0,44.57
35,treatment,2021-01-06,0,30.31
35,treatment,2021-01-22,0,6.19
35,treatment,2021-01-31,0,154.65
35,treatment,2021-01-15,0,75.89
35,treatment,2021-01-21,0,29.09
35,treatment,2021-01-31,0,65.17
35,treatment,2021-01-30,0,635.29
35,treatment,2021-01-17,0,6.04
35,treatment,2021-01-28,0,22.24
35,treatment,2021-01-17,0,54.15
35,treatment,2021-01-03,0,103.33
35,treatment,2021-01-02,0,84.73
35,treatment,2021-01-23,0,70.42
35,treatment,2021-01-29,0,276.2
35,treatment,2021-01-18,0,32.5
35,treatment,2021-01-22,1,51.76
35,treatment,2021-01-12,0,100.01
35,treatment,2021-01-09,0,137.97
35,treatment,2021-01-05,0,143.3
